"","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity","income_cat"
"16223",-121.35,37.96,21,1343,183,462,193,5.8995,189900,"INLAND",4
"16224",-121.32,37.98,37,3247,643,1737,665,3.066,94100,"INLAND",3
"16229",-121.33,37.96,20,1727,386,730,342,2.5195,92600,"INLAND",2
"16234",-121.31,37.97,42,1824,277,720,309,5.1915,183700,"INLAND",4
"16236",-121.29,37.98,42,625,143,533,159,2.625,65400,"INLAND",2
"16238",-121.29,37.98,49,2501,565,1171,550,2.5043,76700,"INLAND",2
"16241",-121.29,37.99,41,930,191,463,185,3.4141,90600,"INLAND",3
"16244",-121.3,37.98,39,3375,659,1388,631,2.6364,93800,"INLAND",2
"16248",-121.27,37.98,43,1005,200,492,172,2.6812,72800,"INLAND",2
"16251",-121.27,37.97,39,1023,243,550,224,1.1141,54400,"INLAND",1
"16254",-121.27,37.96,52,583,114,310,93,2.5625,54200,"INLAND",2
"16268",-121.25,37.96,26,2205,478,1730,472,2.4866,68300,"INLAND",2
"16269",-121.24,37.96,29,874,217,788,222,1.9187,57700,"INLAND",2
"16271",-121.24,37.95,36,361,63,169,62,3.7734,63800,"INLAND",3
"16283",-121.29,37.93,37,2488,578,1854,514,2.551,59100,"INLAND",2
"16287",-121.29,37.92,12,1096,240,1175,278,3.1053,73100,"INLAND",3
"16293",-121.24,37.96,37,1175,260,951,267,2.875,57700,"INLAND",2
"16297",-121.22,37.97,37,1514,337,1121,337,2.401,58400,"INLAND",2
"16313",-121.33,38,32,4474,929,2177,884,3.2889,98900,"INLAND",3
"16321",-121.34,37.99,11,4487,868,2195,780,3.9615,194600,"INLAND",3
"16325",-121.33,37.98,9,2370,424,1129,386,5.143,176500,"INLAND",4
"16328",-121.34,37.98,8,2628,428,1158,393,5.3002,191700,"INLAND",4
"16338",-121.36,38.04,9,2167,370,1290,351,5.0285,148200,"INLAND",4
"16342",-121.33,38.03,10,629,140,635,146,2.2961,126700,"INLAND",2
"16343",-121.32,38.03,16,4045,623,1862,625,4.875,143100,"INLAND",4
"16345",-121.33,38.04,10,1421,204,657,209,5.1878,153900,"INLAND",4
"16353",-121.36,38.03,7,3461,859,1518,741,3.5684,78700,"INLAND",3
"16354",-121.32,38.04,30,249,44,167,45,4.5,92800,"INLAND",3
"16361",-121.3,38,23,3706,1106,3785,1019,1.7774,1e+05,"INLAND",2
"16363",-121.3,38,27,2918,580,1338,544,2.6495,116200,"INLAND",2
"16365",-121.31,38,19,908,158,306,154,3.9792,131900,"INLAND",3
"16368",-121.32,38.02,23,3251,689,1890,668,3.0729,104800,"INLAND",3
"16372",-121.3,38.03,13,1014,200,712,197,3.1471,102800,"INLAND",3
"16380",-121.3,38.02,16,2717,621,3343,643,2.5473,106300,"INLAND",2
"16382",-121.3,38.02,4,1515,384,491,348,2.8523,87500,"INLAND",2
"16389",-121.3,38.05,52,122,26,62,25,1.15,112500,"INLAND",1
"16399",-121.26,37.99,27,429,102,179,90,2.3333,87500,"INLAND",2
"16409",-121.23,37.95,32,2081,472,1342,411,2.7958,59000,"INLAND",2
"16411",-121.23,37.94,20,268,78,77,49,1.125,150000,"INLAND",1
"16412",-121.22,37.93,21,336,68,206,73,4.75,121400,"INLAND",4
"16420",-121.31,37.9,38,226,44,125,38,2.9,125000,"INLAND",2
"16428",-121.36,38.15,42,2051,334,878,318,4.3553,185700,"INLAND",3
"16432",-121.32,38.15,5,5428,994,2725,902,3.9323,130100,"INLAND",3
"16437",-121.3,38.09,31,335,53,154,55,2.0694,175000,"INLAND",2
"16448",-121.28,38.14,37,3278,623,1431,575,3.3987,99500,"INLAND",3
"16452",-121.28,38.13,48,1892,333,804,352,4.0625,143200,"INLAND",3
"16458",-121.29,38.13,20,3168,514,1390,490,5,154800,"INLAND",4
"16461",-121.3,38.12,11,1792,252,767,263,7.6889,229300,"INLAND",5
"16465",-121.27,38.11,15,2039,384,1178,375,3.8672,120100,"INLAND",3
"16475",-121.25,38.14,16,1174,242,464,261,2.3,133300,"INLAND",2
"16480",-121.22,38.16,24,4411,776,2038,732,3.475,151200,"INLAND",3
"16501",-121.04,37.78,32,2916,528,1466,473,2.5643,2e+05,"INLAND",2
"16506",-121.13,37.74,21,2376,475,1175,441,3.6016,134600,"INLAND",3
"16515",-121.22,37.8,28,2608,576,1719,554,2.1186,94400,"INLAND",2
"16516",-121.22,37.8,37,1038,222,521,211,2.125,91900,"INLAND",2
"16521",-121.21,37.79,33,811,185,446,198,1.6724,96900,"INLAND",2
"16523",-121.21,37.81,8,1883,298,999,301,5.193,172100,"INLAND",4
"16531",-121.2,37.83,18,3415,580,1912,562,4.4423,161400,"INLAND",3
"16536",-121.23,37.78,20,273,49,149,49,4.8229,158300,"INLAND",4
"16541",-121.22,37.79,38,2152,451,1320,457,2.5025,101900,"INLAND",2
"16546",-121.24,37.81,6,3883,800,2319,787,3.5595,161000,"INLAND",3
"16548",-121.22,37.81,20,1811,352,1191,327,4.0125,121500,"INLAND",3
"16554",-121.24,37.82,9,6169,959,3378,945,5.1047,157900,"INLAND",4
"16555",-121.3,37.85,35,1034,206,604,192,2.2391,120000,"INLAND",2
"16556",-121.31,37.81,36,284,53,130,47,3.1429,179200,"INLAND",3
"16565",-121.52,37.75,18,1544,272,825,286,4.3229,327300,"INLAND",3
"16569",-121.42,37.71,7,8297,1433,4189,1271,4.3696,170700,"INLAND",3
"16570",-121.42,37.76,18,5501,1051,2964,1009,4.1855,162100,"INLAND",3
"16572",-121.42,37.74,45,818,144,340,138,4.8021,133500,"INLAND",4
"16574",-121.42,37.74,35,796,132,313,152,3.15,153200,"INLAND",3
"16575",-121.42,37.75,33,1329,266,683,233,4.3687,128700,"INLAND",3
"16594",-121.42,37.73,2,2682,393,883,271,5.9934,196700,"INLAND",4
"16596",-121.32,37.67,21,1494,271,781,255,4.3015,250000,"INLAND",3
"16607",-120.67,35.62,6,12779,2441,6085,2157,3.8661,168100,"<1H OCEAN",3
"16618",-120.86,35.39,23,1664,355,629,279,2.7344,188300,"NEAR OCEAN",2
"16628",-120.84,35.33,15,3276,670,1520,613,3.6412,207800,"NEAR OCEAN",3
"16636",-120.84,35.3,15,2062,327,781,316,4.9359,317700,"NEAR OCEAN",4
"16638",-120.8,35.33,20,2200,393,996,365,3.587,330000,"NEAR OCEAN",3
"16643",-120.67,35.3,19,1540,715,1799,635,0.7025,500001,"NEAR OCEAN",1
"16654",-120.66,35.28,46,2054,502,1170,494,2.1786,206300,"NEAR OCEAN",2
"16656",-120.66,35.27,46,2217,544,1107,527,2.8009,192600,"NEAR OCEAN",2
"16657",-120.66,35.27,33,1664,455,1077,461,1.6875,174200,"NEAR OCEAN",2
"16661",-120.7,35.31,24,3504,521,1490,506,4.6719,337000,"NEAR OCEAN",4
"16662",-120.68,35.29,37,1354,293,753,290,3.25,225000,"NEAR OCEAN",3
"16663",-120.69,35.28,26,4225,886,1795,704,2.2847,247000,"NEAR OCEAN",2
"16667",-120.71,35.27,9,2568,421,1149,398,5.4287,331600,"NEAR OCEAN",4
"16668",-120.68,35.26,26,1704,315,918,310,3.2464,208000,"NEAR OCEAN",3
"16669",-120.69,35.25,15,4210,899,1933,867,2.794,262500,"NEAR OCEAN",2
"16670",-120.7,35.32,46,118,17,6532,13,4.2639,350000,"NEAR OCEAN",3
"16674",-120.81,35.19,14,3414,802,1236,632,3.7635,336200,"NEAR OCEAN",3
"16676",-120.7,35.14,17,5805,1097,1919,932,3.5352,357800,"NEAR OCEAN",3
"16677",-120.68,35.14,34,3100,617,1155,542,3.0938,245900,"NEAR OCEAN",3
"16678",-120.66,35.13,41,2666,751,940,507,1.9653,236100,"<1H OCEAN",2
"16683",-120.57,35.12,39,1656,333,866,317,2.8824,195200,"<1H OCEAN",2
"16686",-120.6,35.12,22,3342,644,1342,593,3.4509,217700,"<1H OCEAN",3
"16688",-120.59,35.12,27,3055,677,1407,610,2.1702,179700,"<1H OCEAN",2
"16690",-120.59,35.11,20,3098,571,1449,611,3.5744,197800,"<1H OCEAN",3
"16695",-120.65,35.12,19,2949,662,1425,548,2.9615,178100,"<1H OCEAN",2
"16708",-120.43,35.17,16,947,163,477,137,3.851,315000,"<1H OCEAN",3
"16732",-120.49,35.35,17,3043,608,1457,545,3.1641,158600,"<1H OCEAN",3
"16747",-122.46,37.7,37,1028,275,904,261,3.5035,238600,"NEAR OCEAN",3
"16756",-122.46,37.71,39,2076,482,1738,445,3.1958,232100,"NEAR OCEAN",3
"16767",-122.48,37.69,33,2347,512,1259,481,3.4492,264300,"NEAR OCEAN",3
"16768",-122.49,37.69,35,2644,456,1465,430,4.9375,277000,"NEAR OCEAN",4
"16772",-122.47,37.69,30,837,213,606,199,4.875,258800,"NEAR OCEAN",4
"16773",-122.48,37.69,42,2993,512,1594,546,4.4821,252400,"NEAR OCEAN",3
"16777",-122.47,37.69,35,1720,421,1452,425,3.5909,256100,"NEAR OCEAN",3
"16782",-122.48,37.67,31,2609,433,1746,464,5.1054,294500,"NEAR OCEAN",4
"16789",-122.46,37.67,16,3372,1101,2049,1021,4.1303,146500,"NEAR OCEAN",3
"16796",-122.44,37.65,38,5277,1008,2695,997,3.9722,276200,"NEAR OCEAN",3
"16806",-122.41,37.66,32,1385,356,1096,353,4.475,246700,"NEAR OCEAN",3
"16811",-122.41,37.65,32,3436,868,2583,817,3.5039,232400,"NEAR OCEAN",3
"16829",-122.48,37.64,7,120,21,50,27,12.5,281000,"NEAR OCEAN",5
"16835",-122.55,37.59,31,1331,245,598,225,4.1827,345500,"NEAR OCEAN",3
"16837",-122.49,37.6,33,3507,669,1697,660,4.0795,270600,"NEAR OCEAN",3
"16849",-122.42,37.61,37,1866,300,822,305,4.7,341300,"NEAR OCEAN",4
"16851",-122.42,37.62,40,1545,264,756,282,4.4643,308100,"NEAR OCEAN",3
"16858",-122.4,37.62,32,3586,921,2249,911,3.1058,253000,"NEAR OCEAN",3
"16860",-122.42,37.64,41,98,20,68,19,2.225,212500,"NEAR OCEAN",2
"16867",-122.4,37.61,35,2084,549,1077,545,3.1628,318400,"NEAR OCEAN",3
"16868",-122.38,37.6,33,2577,590,1867,566,3.3632,265100,"NEAR OCEAN",3
"16873",-122.42,37.6,34,3562,565,1542,563,5.8783,405100,"NEAR OCEAN",4
"16882",-122.4,37.59,22,2754,477,1163,479,6.2306,500001,"NEAR OCEAN",5
"16893",-122.37,37.58,52,2188,361,917,357,4.4,5e+05,"NEAR OCEAN",3
"16907",-122.34,37.57,39,2647,616,1254,555,4.2407,433800,"NEAR OCEAN",3
"16909",-122.37,37.58,34,2697,313,810,279,12.4291,500001,"NEAR OCEAN",5
"16911",-122.36,37.56,32,4684,540,1512,511,15.0001,500001,"NEAR OCEAN",5
"16913",-122.34,37.56,39,3562,391,1139,391,12.6417,500001,"NEAR OCEAN",5
"16928",-122.33,37.58,43,1772,422,1573,401,2.7474,233100,"NEAR OCEAN",2
"16936",-122.33,37.56,34,6394,1619,2400,1496,3.4902,500001,"NEAR OCEAN",3
"16938",-122.32,37.56,26,2339,704,1283,654,3.162,415000,"NEAR OCEAN",3
"16941",-122.33,37.55,51,2565,332,870,309,9.3694,500001,"NEAR OCEAN",5
"16945",-122.32,37.55,46,1437,266,607,263,4.8068,369700,"NEAR OCEAN",4
"16949",-122.34,37.53,27,3339,481,1354,458,7.3081,464600,"NEAR OCEAN",5
"16968",-122.31,37.54,49,1340,281,660,284,4.163,393800,"NEAR OCEAN",3
"16969",-122.31,37.54,38,1946,407,975,417,4.0726,385400,"NEAR OCEAN",3
"16974",-122.31,37.56,36,1727,340,952,337,4.7917,316000,"NEAR OCEAN",4
"16978",-122.31,37.57,31,2197,477,1193,394,4.6371,271100,"NEAR OCEAN",4
"16982",-122.29,37.56,34,1693,281,846,291,5.3683,339400,"NEAR BAY",4
"16984",-122.29,37.56,36,805,140,445,139,5.8221,289400,"NEAR BAY",4
"16990",-122.26,37.54,16,2118,333,770,318,7.2477,376000,"NEAR BAY",5
"16991",-122.27,37.55,15,1958,282,811,284,8.1221,483300,"NEAR BAY",5
"17002",-122.26,37.57,23,7995,1254,3484,1198,6.5948,404000,"NEAR BAY",5
"17015",-122.29,37.52,33,4104,751,1837,771,5.3506,388100,"NEAR OCEAN",4
"17016",-122.28,37.52,27,2958,655,1285,577,4.0801,397800,"NEAR OCEAN",3
"17022",-122.3,37.52,32,2297,347,871,342,8.1039,382200,"NEAR OCEAN",5
"17025",-122.31,37.5,22,14034,3020,6266,2952,4.3939,491200,"NEAR OCEAN",3
"17026",-122.27,37.52,35,1051,259,517,234,3.7,339700,"NEAR OCEAN",3
"17028",-122.29,37.51,35,3040,520,1374,518,6.1004,426400,"NEAR OCEAN",5
"17031",-122.25,37.51,45,989,174,504,180,4.8382,289400,"NEAR OCEAN",4
"17032",-122.25,37.5,44,348,79,154,73,4.7708,253800,"NEAR OCEAN",4
"17035",-122.26,37.5,24,2307,510,842,507,3.6111,341500,"NEAR OCEAN",3
"17047",-122.26,37.48,34,4453,682,1805,672,5.6038,451300,"NEAR OCEAN",4
"17059",-122.24,37.48,40,4459,1027,2080,982,3.5322,361900,"NEAR OCEAN",3
"17069",-122.24,37.55,3,6164,1175,2198,975,6.7413,435900,"NEAR BAY",5
"17076",-122.21,37.48,37,1326,335,1771,335,3.0147,218100,"NEAR BAY",3
"17077",-122.2,37.48,32,640,166,991,160,1.9844,270000,"NEAR BAY",2
"17090",-122.22,37.47,35,367,113,398,109,2.5,166700,"NEAR OCEAN",2
"17091",-122.22,37.47,28,5956,1612,3571,1549,3.1864,272800,"NEAR OCEAN",3
"17094",-122.23,37.48,38,1578,399,879,388,2.7969,298400,"NEAR OCEAN",2
"17101",-122.26,37.45,17,2742,441,986,421,5.9285,496000,"NEAR OCEAN",4
"17108",-122.2,37.44,31,2328,270,722,247,15.0001,500001,"NEAR OCEAN",5
"17112",-122.18,37.46,40,2529,293,831,258,15.0001,500001,"NEAR BAY",5
"17125",-122.13,37.46,35,1321,300,1133,287,3.7312,159600,"NEAR BAY",3
"17128",-122.13,37.47,30,1480,294,1126,301,4.983,166700,"NEAR BAY",4
"17130",-122.15,37.47,37,1844,382,1634,417,2.7993,145500,"NEAR BAY",2
"17155",-122.21,37.43,23,5741,1012,1843,888,5.7211,500001,"NEAR OCEAN",4
"17157",-122.19,37.42,47,932,167,295,116,8.4375,500001,"NEAR OCEAN",5
"17164",-122.21,37.37,34,1476,217,613,223,8.2883,500001,"NEAR OCEAN",5
"17165",-122.22,37.37,26,440,202,322,218,5.1831,350000,"NEAR OCEAN",4
"17166",-122.22,37.36,34,1559,243,600,242,8.7382,500001,"NEAR OCEAN",5
"17167",-122.22,37.4,32,2297,287,814,283,15.0001,500001,"NEAR OCEAN",5
"17168",-122.25,37.45,34,2999,365,927,369,10.2811,500001,"NEAR OCEAN",5
"17170",-122.24,37.43,36,2410,361,934,377,7.652,500001,"NEAR OCEAN",5
"17171",-122.27,37.43,33,1601,223,629,215,15.0001,500001,"NEAR OCEAN",5
"17176",-122.47,37.5,18,2297,416,1086,381,4.875,334600,"NEAR OCEAN",4
"17180",-122.44,37.52,16,7077,1179,3502,1148,5.9919,345100,"NEAR OCEAN",4
"17181",-122.53,37.5,19,4768,807,2199,805,6.1896,331100,"NEAR OCEAN",5
"17185",-122.49,37.5,21,1209,309,801,259,4.5625,5e+05,"NEAR OCEAN",4
"17187",-122.34,37.46,21,1799,293,576,277,7.439,500001,"NEAR OCEAN",5
"17190",-122.27,37.32,37,2607,534,1346,507,5.3951,277700,"NEAR OCEAN",4
"17191",-122.27,37.24,30,2762,593,1581,502,5.1002,319400,"NEAR OCEAN",4
"17203",-119.73,34.44,38,1729,NA,801,395,3.1364,357500,"NEAR OCEAN",3
"17206",-119.72,34.43,30,2491,656,1091,576,2.5139,279500,"<1H OCEAN",2
"17212",-119.71,34.42,31,1643,499,1253,499,3.1563,267000,"<1H OCEAN",3
"17214",-119.72,34.44,50,3265,509,1256,443,6.3997,500001,"<1H OCEAN",5
"17218",-119.7,34.43,39,1486,467,758,409,2.6875,320600,"<1H OCEAN",2
"17227",-119.73,34.45,44,2261,328,763,294,6.7449,415600,"<1H OCEAN",5
"17233",-119.69,34.43,43,1257,311,671,263,2.875,280600,"<1H OCEAN",2
"17243",-119.67,34.38,28,1814,526,849,420,3.1625,364300,"<1H OCEAN",3
"17245",-119.67,34.43,39,1467,381,1404,374,2.3681,241400,"<1H OCEAN",2
"17247",-119.67,34.42,23,1333,393,1369,381,2.5947,232600,"<1H OCEAN",2
"17248",-119.7,34.43,52,1364,460,804,400,2.375,293800,"<1H OCEAN",2
"17261",-119.72,34.42,49,1610,370,961,351,2.6983,260100,"NEAR OCEAN",2
"17262",-119.72,34.42,52,1759,387,980,402,4.0125,261000,"NEAR OCEAN",3
"17272",-119.71,34.4,27,3782,771,1742,751,4.0451,395100,"NEAR OCEAN",3
"17278",-119.75,34.43,23,2982,837,1317,787,3.3776,283200,"NEAR OCEAN",3
"17279",-119.74,34.43,26,3119,562,1459,562,5.0434,340400,"NEAR OCEAN",4
"17280",-119.75,34.4,31,1997,299,826,301,6.8927,500001,"NEAR OCEAN",5
"17282",-119.73,34.42,23,1364,227,638,238,5.3279,413900,"NEAR OCEAN",4
"17292",-119.63,34.4,29,3865,814,1266,613,6.0069,500001,"<1H OCEAN",5
"17293",-119.64,34.43,32,1872,318,749,296,4.625,500001,"<1H OCEAN",4
"17296",-119.61,34.43,16,2665,391,794,311,9.0267,500001,"<1H OCEAN",5
"17297",-119.53,34.41,8,1705,400,886,391,3.9659,297400,"<1H OCEAN",3
"17313",-119.72,34.77,35,2469,553,1168,427,2.4583,62100,"<1H OCEAN",2
"17321",-120.14,34.6,22,2136,465,1143,409,2.9479,243100,"NEAR OCEAN",2
"17322",-120.16,34.61,17,921,189,434,219,3.0185,500001,"NEAR OCEAN",3
"17328",-120.08,34.62,11,3478,588,1693,582,4.6554,272300,"NEAR OCEAN",4
"17336",-120.48,34.9,20,3842,630,2490,662,3.0559,120100,"<1H OCEAN",3
"17337",-120.45,34.88,15,2143,286,929,315,5.7306,269700,"<1H OCEAN",4
"17340",-120.44,34.87,13,2312,352,1084,388,5.038,194000,"<1H OCEAN",4
"17344",-120.41,34.86,15,978,187,407,182,4.375,158000,"<1H OCEAN",3
"17352",-120.41,34.88,8,3119,620,1159,544,3.5288,165500,"<1H OCEAN",3
"17356",-120.43,34.88,22,2580,381,1149,372,5.0113,158600,"<1H OCEAN",4
"17360",-120.41,34.88,4,3680,559,1678,569,5.0639,201700,"<1H OCEAN",4
"17361",-120.4,34.87,10,2197,329,1064,319,4.9766,199600,"<1H OCEAN",4
"17364",-120.42,34.95,52,1391,287,632,276,1.7431,131500,"<1H OCEAN",2
"17368",-120.42,34.94,32,2844,551,1337,516,2.7188,133700,"<1H OCEAN",2
"17384",-120.41,34.96,9,2712,428,1116,415,4.5536,190100,"<1H OCEAN",4
"17386",-120.47,34.98,6,5762,1115,2551,919,3.0723,137300,"<1H OCEAN",3
"17388",-120.44,34.97,26,1705,344,1605,307,3.7589,113700,"<1H OCEAN",3
"17391",-120.44,34.96,29,2374,562,1617,463,2.6531,108300,"<1H OCEAN",2
"17404",-120.45,34.95,10,2207,644,2232,543,2.375,98500,"<1H OCEAN",2
"17408",-120.45,34.94,24,1702,447,1240,417,2.4091,115500,"<1H OCEAN",2
"17410",-120.57,34.96,27,1401,294,1306,286,2.5809,83200,"NEAR OCEAN",2
"17412",-120.64,34.97,5,2090,469,1911,482,2.4318,86100,"NEAR OCEAN",2
"17417",-120.46,34.65,22,1298,358,1272,363,1.6488,117500,"NEAR OCEAN",2
"17418",-120.46,34.64,26,2364,604,1520,529,1.9444,129400,"NEAR OCEAN",2
"17419",-120.47,34.64,8,2482,586,1427,540,3.071,120400,"NEAR OCEAN",3
"17422",-120.44,34.64,8,787,126,446,133,4.6023,163400,"NEAR OCEAN",4
"17427",-120.46,34.65,14,885,223,533,224,2.5966,109300,"NEAR OCEAN",2
"17428",-120.47,34.65,32,2193,430,1074,377,2.3333,130200,"NEAR OCEAN",2
"17435",-120.46,34.63,48,1408,301,682,279,2.9271,146600,"NEAR OCEAN",2
"17450",-120.46,34.74,15,2185,386,827,336,5.3765,223100,"NEAR OCEAN",4
"17451",-120.45,34.71,21,1868,268,522,255,6.4678,249300,"NEAR OCEAN",5
"17454",-120.47,34.71,21,2535,383,1012,368,5.6177,183800,"NEAR OCEAN",4
"17478",-120.05,34.47,21,1241,248,746,211,3.8056,425000,"NEAR OCEAN",3
"17483",-119.81,34.44,23,3172,588,1467,559,4.6806,288900,"NEAR OCEAN",4
"17488",-119.82,34.43,15,1482,345,669,379,3.0773,112500,"NEAR OCEAN",3
"17489",-119.82,34.44,16,1414,463,793,439,3.6034,150000,"NEAR OCEAN",3
"17496",-119.8,34.44,27,2674,419,1176,416,5.0294,280200,"NEAR OCEAN",4
"17501",-119.79,34.43,26,3611,563,2089,540,5.1615,276200,"NEAR OCEAN",4
"17511",-121.92,37.34,35,357,120,377,99,3.0139,204200,"<1H OCEAN",3
"17522",-121.92,37.33,52,2125,382,930,387,5.2831,299500,"<1H OCEAN",4
"17524",-121.91,37.33,52,2212,563,1195,532,2.894,209500,"<1H OCEAN",2
"17529",-121.89,37.33,6,1495,552,1087,557,2.8798,225000,"<1H OCEAN",2
"17539",-121.89,37.35,43,1185,296,933,244,2.925,170800,"<1H OCEAN",2
"17547",-121.87,37.34,39,2479,541,1990,506,2.4306,289100,"<1H OCEAN",2
"17552",-121.86,37.34,29,5274,1625,6234,1639,2.5947,177300,"<1H OCEAN",2
"17567",-121.91,37.32,42,1067,256,608,280,3.0096,180800,"<1H OCEAN",3
"17580",-121.93,37.3,16,1111,226,317,199,2.7153,233300,"<1H OCEAN",2
"17581",-121.93,37.31,26,2182,704,1638,704,2.8981,229800,"<1H OCEAN",2
"17583",-121.92,37.31,26,3242,780,2100,741,3.1107,247900,"<1H OCEAN",3
"17592",-121.9,37.3,39,3627,666,1531,635,4.537,345900,"<1H OCEAN",4
"17602",-121.9,37.3,52,1575,284,629,284,5.6437,312000,"<1H OCEAN",4
"17605",-121.89,37.3,47,2355,426,961,428,5.3955,282300,"<1H OCEAN",4
"17608",-121.9,37.29,26,1797,244,626,244,7.8575,424600,"<1H OCEAN",5
"17612",-121.92,37.29,35,2189,307,800,320,7.6659,426900,"<1H OCEAN",5
"17613",-121.91,37.29,18,3597,664,1321,593,5.3077,351400,"<1H OCEAN",4
"17617",-121.93,37.28,10,3163,832,1537,797,4.1674,214000,"<1H OCEAN",3
"17627",-121.94,37.25,16,3942,749,1894,737,5.2894,332800,"<1H OCEAN",4
"17636",-121.92,37.28,26,6201,783,2381,819,7.9819,397000,"<1H OCEAN",5
"17642",-121.9,37.25,28,2714,502,1389,490,5.7385,240400,"<1H OCEAN",4
"17660",-121.88,37.28,33,2951,529,1288,521,4.1554,313100,"<1H OCEAN",3
"17661",-121.89,37.28,32,4308,717,2002,695,4.1645,281900,"<1H OCEAN",3
"17662",-121.88,37.27,27,2019,335,1020,351,5.8178,267400,"<1H OCEAN",4
"17663",-121.88,37.27,24,4567,688,2102,695,5.6895,289000,"<1H OCEAN",4
"17674",-121.88,37.3,16,2692,749,1674,681,2.6763,191100,"<1H OCEAN",2
"17678",-121.85,37.33,16,2987,874,4241,841,2.8024,127900,"<1H OCEAN",2
"17679",-121.85,37.33,19,735,158,597,134,4.5208,188100,"<1H OCEAN",4
"17682",-121.87,37.29,18,1892,568,974,553,2.3715,228000,"<1H OCEAN",2
"17683",-121.87,37.28,21,3305,749,2459,701,3.9688,249600,"<1H OCEAN",3
"17697",-121.83,37.29,20,1649,408,1729,362,3.3833,115200,"<1H OCEAN",3
"17703",-121.83,37.32,17,1887,664,1906,597,2.5652,165300,"<1H OCEAN",2
"17710",-121.82,37.33,23,3279,647,2582,630,4.3782,175800,"<1H OCEAN",3
"17711",-121.83,37.32,26,1125,210,943,214,4.825,181000,"<1H OCEAN",4
"17712",-121.81,37.33,4,5532,778,3651,770,7.2982,343000,"<1H OCEAN",5
"17713",-121.8,37.34,25,1642,297,1146,279,5.2088,231400,"<1H OCEAN",4
"17718",-121.75,37.35,18,1947,250,605,184,8.1871,500001,"<1H OCEAN",5
"17719",-121.77,37.33,8,3088,474,1799,456,7.2707,355300,"<1H OCEAN",5
"17721",-121.78,37.34,11,3195,410,1774,418,7.0671,378200,"<1H OCEAN",5
"17724",-121.79,37.33,10,3283,550,2491,522,6.6633,283700,"<1H OCEAN",5
"17738",-121.79,37.31,22,2199,361,1270,386,5.1149,235700,"<1H OCEAN",4
"17753",-121.83,37.32,21,4559,1163,5124,1124,3.2052,179000,"<1H OCEAN",3
"17763",-121.83,37.34,26,1848,339,1952,327,4.087,182500,"<1H OCEAN",3
"17764",-121.87,37.36,34,938,242,769,226,3.5625,194500,"<1H OCEAN",3
"17769",-121.85,37.35,29,3515,807,3572,776,2.7562,160100,"<1H OCEAN",2
"17775",-121.85,37.36,11,2109,592,2744,607,4.0452,205900,"<1H OCEAN",3
"17777",-121.84,37.38,34,762,182,611,193,3.5625,201800,"<1H OCEAN",3
"17782",-121.83,37.38,31,3633,843,2677,797,3.2222,184800,"<1H OCEAN",3
"17785",-121.84,37.37,42,1237,232,900,241,3.8571,187500,"<1H OCEAN",3
"17786",-121.84,37.37,28,1579,339,1252,353,4.1615,214800,"<1H OCEAN",3
"17788",-121.83,37.36,29,4045,885,3036,845,3.1982,171700,"<1H OCEAN",3
"17798",-121.82,37.38,32,3747,665,1687,649,5.4949,330800,"<1H OCEAN",4
"17799",-121.81,37.38,29,570,76,244,72,12.3292,416700,"<1H OCEAN",5
"17800",-121.82,37.38,32,1650,246,768,263,6.8462,320900,"<1H OCEAN",5
"17804",-121.87,37.39,9,2522,547,1591,481,4.9091,259700,"<1H OCEAN",4
"17810",-121.87,37.4,16,1767,268,1061,280,6.9584,351600,"<1H OCEAN",5
"17816",-121.81,37.41,25,2496,351,1034,367,7.0544,320700,"<1H OCEAN",5
"17819",-121.9,37.4,16,2998,603,1606,615,3.7622,150000,"<1H OCEAN",3
"17833",-121.86,37.41,16,2938,589,1718,568,5.5073,178900,"<1H OCEAN",4
"17845",-121.85,37.44,8,426,61,241,55,7.309,367900,"<1H OCEAN",5
"17851",-121.88,37.44,17,1621,299,1028,293,5.2722,186900,"<1H OCEAN",4
"17852",-121.88,37.44,20,1351,372,1427,394,4.4712,144000,"<1H OCEAN",3
"17877",-121.99,37.39,25,3495,834,2484,797,4.8145,230700,"<1H OCEAN",4
"17883",-122.01,37.4,24,1297,297,441,282,3.1439,47500,"<1H OCEAN",3
"17884",-122,37.39,33,2154,405,1655,434,5.7962,229800,"<1H OCEAN",4
"17888",-121.95,37.39,24,5230,934,3795,970,5.4228,264100,"<1H OCEAN",4
"17892",-121.93,37.4,34,148,28,132,13,3.375,67500,"<1H OCEAN",3
"17906",-121.97,37.35,35,1880,370,926,321,4.2273,269900,"<1H OCEAN",3
"17909",-121.97,37.35,36,815,126,353,122,6.3191,258300,"<1H OCEAN",5
"17920",-121.99,37.35,18,1712,509,972,467,4.3971,238900,"<1H OCEAN",3
"17934",-121.94,37.35,18,1922,561,1096,545,2.3713,244000,"<1H OCEAN",2
"17949",-121.96,37.34,42,2001,402,942,375,4.4453,255400,"<1H OCEAN",3
"17950",-121.96,37.34,36,844,153,373,160,5.791,254100,"<1H OCEAN",4
"17953",-121.96,37.34,37,663,127,293,132,3.7813,247800,"<1H OCEAN",3
"17962",-121.98,37.31,28,3840,629,1883,662,6.4095,335900,"<1H OCEAN",5
"17967",-121.98,37.31,32,2248,460,1191,419,5.606,288900,"<1H OCEAN",4
